                                      Texto 1   Texto 2   Texto 3
banano[como,piña]                    0.000000  0.000000  0.143628
banano[como,uvas]                    0.000000  0.000000  0.143628
banano[el,piña]                      0.000000  0.000000  0.143628
banano[el,uvas]                      0.000000  0.000000  0.143628
banano[piña[\\,]]                    0.000000  0.000000  0.143628
banano[piña[la]]                     0.000000  0.000000  0.143628
banano[uvas,piña]                    0.000000  0.000000  0.143628
banano[uvas[\\,]]                    0.000000  0.000000  0.143628
banano[uvas[las]]                    0.000000  0.000000  0.143628
carbohidratos[cereales[integrales]]  0.000000  0.000000  0.143628
carbohidratos[cereales[o]]\t         0.000000  0.000000  0.143628
cereales[o,integrales]               0.000000  0.000000  0.143628
consumir[frutas[tengan]]             0.000000  0.000000  0.143628
consumir[frutas[ácidas]]             0.000000  0.000000  0.143628
consumir[más,frutas]                 0.000000  0.000000  0.143628
consumir[más[bien]]                  0.000000  0.000000  0.143628
consumir[y,frutas]                   0.000000  0.000000  0.143628
consumir[y,más]                      0.000000  0.000000  0.143628
consumo[el,frutas]                   0.000000  0.000000  0.143628
consumo[frutas[de]]                  0.000000  0.000000  0.143628
cortar[frente[la]]                   0.143628  0.000000  0.000000
cortar[le,frente]                    0.143628  0.000000  0.000000
de[agrega,.]                         0.000000  0.000000  0.143628
de[agrega[es]]                       0.000000  0.000000  0.143628
dentro[nosotros[de]]                 0.143628  0.000000  0.000000
después[otro[de]]                    0.143628  0.000000  0.000000
es[ideal,incluir]                    0.000000  0.000000  0.143628
es[ideal,”]                          0.000000  0.000000  0.143628
es[ideal[lo]]                        0.000000  0.000000  0.143628
es[incluir,”]                        0.000000  0.000000  0.143628
es[incluir[carbohidratos]]           0.000000  0.000000  0.143628
es[incluir[evitar]]                  0.000000  0.000000  0.143628
es[incluir[siempre]]                 0.000000  0.000000  0.143628
es[que,ideal]                        0.000000  0.000000  0.143628
es[que,incluir]                      0.000000  0.000000  0.143628
es[que,“]                            0.000000  0.000000  0.143628
es[que,”]                            0.000000  0.000000  0.143628
es[“,ideal]                          0.000000  0.000000  0.143628
es[“,incluir]                        0.000000  0.000000  0.143628
es[“,”]                              0.000000  0.000000  0.143628
escuela[anterior,ronca]              0.143628  0.000000  0.000000
escuela[anterior[como]]              0.143628  0.000000  0.000000
escuela[anterior[la]]                0.143628  0.000000  0.000000
escuela[de,anterior]                 0.143628  0.000000  0.000000
escuela[de,la]                       0.143628  0.000000  0.000000
escuela[de,ronca]                    0.143628  0.000000  0.000000
escuela[la,anterior]                 0.143628  0.000000  0.000000
escuela[la,ronca]                    0.143628  0.000000  0.000000
escuela[ronca[es]]                   0.143628  0.000000  0.000000
escuela[ronca[mira]]                 0.143628  0.000000  0.000000
escuela[ronca[ríe]]                  0.143628  0.000000  0.000000
escuela[ronca[voz]]                  0.143628  0.000000  0.000000
eterna[en[particular]]               0.000000  0.143628  0.000000
eterna[es,en]                        0.000000  0.143628  0.000000
eterna[es,estética]                  0.000000  0.143628  0.000000
eterna[estética,en]                  0.000000  0.143628  0.000000
eterna[no,en]                        0.000000  0.143628  0.000000
eterna[no,es]                        0.000000  0.143628  0.000000
eterna[no,estética]                  0.000000  0.143628  0.000000
eterna[vida,en]                      0.000000  0.143628  0.000000
eterna[vida,es]                      0.000000  0.143628  0.000000
eterna[vida,estética]                0.000000  0.143628  0.000000
eterna[vida,no]                      0.000000  0.143628  0.000000
eterna[vida[la]]                     0.000000  0.143628  0.000000
evitar[\\,,harinas]                  0.000000  0.000000  0.143628
evitar[\\,,incluir]                  0.000000  0.000000  0.143628
evitar[algunas,consumir]             0.000000  0.000000  0.143628
evitar[algunas[banano]]              0.000000  0.000000  0.143628
evitar[algunas[dulces]]              0.000000  0.000000  0.143628
evitar[consumir[frutas]]             0.000000  0.000000  0.143628
evitar[consumir[más]]                0.000000  0.000000  0.143628
evitar[consumir[y]]                  0.000000  0.000000  0.143628
evitar[harinas,incluir]              0.000000  0.000000  0.143628
evitar[harinas[blancas]]             0.000000  0.000000  0.143628
evitar[harinas[las]]                 0.000000  0.000000  0.143628
evitar[harinas[tiempos]]             0.000000  0.000000  0.143628
evitar[incluir[\\,]]                 0.000000  0.000000  0.143628
evitar[incluir[proteínas]]           0.000000  0.000000  0.143628
frutas[de[.]]                        0.000000  0.000000  0.143628
frutas[de[agrega]]                   0.000000  0.000000  0.143628
frutas[tengan[que]]                  0.000000  0.000000  0.143628
frutas[tengan[índice]]               0.000000  0.000000  0.143628
frutas[ácidas,tengan]                0.000000  0.000000  0.143628
gustado[\\,,ha]                      0.143628  0.000000  0.000000
gustado[\\,,me]                      0.143628  0.000000  0.000000
gustado[\\,,no]                      0.143628  0.000000  0.000000
gustado[\\,,y]                       0.143628  0.000000  0.000000
gustado[aula[escuela]]               0.143628  0.000000  0.000000
gustado[aula[esta]]                  0.143628  0.000000  0.000000
gustado[aula[tanto]]\t               0.143628  0.000000  0.000000
gustado[me,ha]                       0.143628  0.000000  0.000000
gustado[no,ha]                       0.143628  0.000000  0.000000
gustado[no,me]                       0.143628  0.000000  0.000000
gustado[y,ha]                        0.143628  0.000000  0.000000
gustado[y,me]                        0.143628  0.000000  0.000000
gustado[y,no]                        0.143628  0.000000  0.000000
harinas[blancas,tiempos]             0.000000  0.000000  0.143628
harinas[las,blancas]                 0.000000  0.000000  0.143628
harinas[las,tiempos]                 0.000000  0.000000  0.143628
harinas[tiempos[comida]]             0.000000  0.000000  0.143628
harinas[tiempos[en]]                 0.000000  0.000000  0.143628
harinas[tiempos[los]]                0.000000  0.000000  0.143628
harinas[tiempos[y]]                  0.000000  0.000000  0.143628
ignoramos[solo,vamos]                0.000000  0.143628  0.000000
ignoramos[solo[pensamiento]]         0.000000  0.143628  0.000000
ignoramos[vamos[a]]                  0.000000  0.143628  0.000000
ignoramos[vamos[que]]                0.000000  0.143628  0.000000
ignoramos[vamos[vez]]                0.000000  0.143628  0.000000
incluir[\\,,proteínas]               0.000000  0.000000  0.143628
incluir[carbohidratos,evitar]        0.000000  0.000000  0.143628
incluir[carbohidratos[cereales]]     0.000000  0.000000  0.143628
incluir[evitar[\\,]]                 0.000000  0.000000  0.143628
incluir[evitar[harinas]]             0.000000  0.000000  0.143628
incluir[evitar[incluir]]             0.000000  0.000000  0.143628
incluir[proteínas[vegetales]]        0.000000  0.000000  0.143628
incluir[siempre,carbohidratos]       0.000000  0.000000  0.143628
incluir[siempre,evitar]              0.000000  0.000000  0.143628
inmortales[:,\\,]                    0.000000  0.143628  0.000000
inmortales[:,eterna]                 0.000000  0.143628  0.000000
inmortales[:,no]                     0.000000  0.143628  0.000000
inmortales[:,somos]                  0.000000  0.143628  0.000000
inmortales[\\,,eterna]               0.000000  0.143628  0.000000
inmortales[eterna[en]]               0.000000  0.143628  0.000000
inmortales[eterna[es]]               0.000000  0.143628  0.000000
inmortales[eterna[estética]]         0.000000  0.143628  0.000000
inmortales[eterna[no]]               0.000000  0.143628  0.000000
inmortales[eterna[vida]]             0.000000  0.143628  0.000000
inmortales[ignoramos,...]            0.000000  0.143628  0.000000
inmortales[ignoramos[solo]]          0.000000  0.143628  0.000000
inmortales[ignoramos[vamos]]         0.000000  0.143628  0.000000
inmortales[no,\\,]\t                 0.000000  0.143628  0.000000
inmortales[no,eterna]                0.000000  0.143628  0.000000
inmortales[no,somos]                 0.000000  0.143628  0.000000
inmortales[somos,...]                0.000000  0.143628  0.000000
inmortales[somos,\\,]                0.000000  0.143628  0.000000
inmortales[somos,eterna]             0.000000  0.143628  0.000000
inmortales[somos,ignoramos]          0.000000  0.143628  0.000000
la[parece[cortar]]                   0.143628  0.000000  0.000000
leer[dentro[nosotros]]               0.143628  0.000000  0.000000
maestro[aquel[.]]                    0.143628  0.000000  0.000000
maestro[aquel[;]]                    0.143628  0.000000  0.000000
maestro[aquel[\\,]]                  0.143628  0.000000  0.000000
maestro[aquel[bueno]]                0.143628  0.000000  0.000000
maestro[aquel[sonreía]]              0.143628  0.000000  0.000000
maestro[el,aquel]                    0.143628  0.000000  0.000000
maestro[el[mismo]]                   0.143628  0.000000  0.000000
mejor[\\,,es]                        0.000000  0.000000  0.143628
mejor[\\,,evitar]                    0.000000  0.000000  0.143628
mejor[\\,,pero]                      0.000000  0.000000  0.143628
mejor[\\,,“]                         0.000000  0.000000  0.143628
mejor[es,evitar]                     0.000000  0.000000  0.143628
mejor[evitar[algunas]]               0.000000  0.000000  0.143628
mejor[evitar[consumir]]              0.000000  0.000000  0.143628
mejor[pero,es]                       0.000000  0.000000  0.143628
mejor[pero,evitar]                   0.000000  0.000000  0.143628
mejor[“,es]                          0.000000  0.000000  0.143628
mejor[“,evitar]                      0.000000  0.000000  0.143628
mejor[“,pero]                        0.000000  0.000000  0.143628
mente[en,su]                         0.000000  0.143628  0.000000
mira[fijamente,quisiera]             0.143628  0.000000  0.000000
mira[nos,fijamente]                  0.143628  0.000000  0.000000
mira[nos,quisiera]                   0.143628  0.000000  0.000000
mira[nos,todos]                      0.143628  0.000000  0.000000
mira[quisiera[;]]                    0.143628  0.000000  0.000000
mira[quisiera[\\,]]                  0.143628  0.000000  0.000000
mira[quisiera[como]]                 0.143628  0.000000  0.000000
mira[quisiera[leer]]                 0.143628  0.000000  0.000000
mira[quisiera[si]]                   0.143628  0.000000  0.000000
mira[todos,fijamente]                0.143628  0.000000  0.000000
mira[todos,quisiera]                 0.143628  0.000000  0.000000
mira[todos[a]]                       0.143628  0.000000  0.000000
mira[todos[uno]]                     0.143628  0.000000  0.000000
mira[y,fijamente]                    0.143628  0.000000  0.000000
mira[y,nos]                          0.143628  0.000000  0.000000
mira[y,quisiera]                     0.143628  0.000000  0.000000
mira[y,todos]                        0.143628  0.000000  0.000000
parece[cortar[frente]]               0.143628  0.000000  0.000000
parece[cortar[le]]                   0.143628  0.000000  0.000000
parte[Por,\\,]                       0.000000  0.000000  0.143628
parte[Por,su]                        0.000000  0.000000  0.143628
parte[su,\\,]                        0.000000  0.000000  0.143628
pensamiento[",Ah]                    0.000000  0.143628  0.000000
pensamiento[",es]                    0.000000  0.143628  0.000000
pensamiento[",ese]                   0.000000  0.143628  0.000000
pensamiento[",pensó]                 0.000000  0.143628  0.000000
pensamiento[Ah,es]                   0.000000  0.143628  0.000000
pensamiento[Ah,ese]                  0.000000  0.143628  0.000000
pensamiento[Ah,pensó]                0.000000  0.143628  0.000000
pensamiento[Ah[.]]                   0.000000  0.143628  0.000000
pensamiento[ese,es]                  0.000000  0.143628  0.000000
pensamiento[inmortales[:]]           0.000000  0.143628  0.000000
pensamiento[inmortales[\\,]]         0.000000  0.143628  0.000000
pensamiento[inmortales[eterna]]      0.000000  0.143628  0.000000
pensamiento[inmortales[no]]          0.000000  0.143628  0.000000
pensamiento[inmortales[somos]]       0.000000  0.143628  0.000000
pensamiento[pensó,es]                0.000000  0.143628  0.000000
pensamiento[pensó,ese]               0.000000  0.143628  0.000000
pensamiento[pensó[\\,]]              0.000000  0.143628  0.000000
pensamiento[pensó[adentros]]         0.000000  0.143628  0.000000
pensamiento[pensó[tigre]]            0.000000  0.143628  0.000000
pensamiento[sorprenderá,inmortales]  0.000000  0.143628  0.000000
pensamiento[sorprenderá[los]]        0.000000  0.143628  0.000000
pensamiento[sorprenderá[que]]        0.000000  0.143628  0.000000
pensamiento[un,inmortales]           0.000000  0.143628  0.000000
pensamiento[un,sorprenderá]          0.000000  0.143628  0.000000
pensó[\\,,\\,]                       0.000000  0.143628  0.000000
pensó[\\,,adentros]                  0.000000  0.143628  0.000000
pensó[\\,,tigre]                     0.000000  0.143628  0.000000
pensó[adentros,\\,]                  0.000000  0.143628  0.000000
pensó[adentros[para]]                0.000000  0.143628  0.000000
pensó[adentros[sus]]                 0.000000  0.143628  0.000000
pensó[tigre,\\,]                     0.000000  0.143628  0.000000
pensó[tigre,adentros]                0.000000  0.143628  0.000000
pensó[tigre[el]]                     0.000000  0.143628  0.000000
piña[\\,,la]                         0.000000  0.000000  0.143628
proteínas[vegetales[y]]              0.000000  0.000000  0.143628
quisiera[\\,,;]                      0.143628  0.000000  0.000000
quisiera[\\,,como]                   0.143628  0.000000  0.000000
quisiera[\\,,leer]                   0.143628  0.000000  0.000000
quisiera[\\,,si]                     0.143628  0.000000  0.000000
quisiera[como,;]                     0.143628  0.000000  0.000000
quisiera[como,leer]                  0.143628  0.000000  0.000000
quisiera[como,si]                    0.143628  0.000000  0.000000
quisiera[leer,;]                     0.143628  0.000000  0.000000
quisiera[leer[dentro]]               0.143628  0.000000  0.000000
quisiera[si,;]                       0.143628  0.000000  0.000000
quisiera[si,leer]                    0.143628  0.000000  0.000000
recomendado[consumo,está]            0.000000  0.000000  0.143628
recomendado[consumo,mejor]           0.000000  0.000000  0.143628
recomendado[consumo,también]         0.000000  0.000000  0.143628
recomendado[consumo[el]]             0.000000  0.000000  0.143628
recomendado[consumo[frutas]]         0.000000  0.000000  0.143628
recomendado[está,mejor]              0.000000  0.000000  0.143628
recomendado[mejor[\\,]]              0.000000  0.000000  0.143628
recomendado[mejor[es]]               0.000000  0.000000  0.143628
recomendado[mejor[evitar]]           0.000000  0.000000  0.143628
recomendado[mejor[pero]]             0.000000  0.000000  0.143628
recomendado[mejor[“]]                0.000000  0.000000  0.143628
recomendado[parte,consumo]           0.000000  0.000000  0.143628
recomendado[parte,está]              0.000000  0.000000  0.143628
recomendado[parte,mejor]             0.000000  0.000000  0.143628
recomendado[parte,también]           0.000000  0.000000  0.143628
recomendado[parte[Por]]              0.000000  0.000000  0.143628
recomendado[parte[\\,]]              0.000000  0.000000  0.143628
recomendado[parte[su]]               0.000000  0.000000  0.143628
recomendado[también,está]            0.000000  0.000000  0.143628
recomendado[también,mejor]           0.000000  0.000000  0.143628
recomendado[”,\\,]                   0.000000  0.000000  0.143628
ronca[es,mira]                       0.143628  0.000000  0.000000
ronca[es,ríe]                        0.143628  0.000000  0.000000
ronca[mira,ríe]                      0.143628  0.000000  0.000000
ronca[mira[fijamente]]               0.143628  0.000000  0.000000
ronca[mira[nos]]                     0.143628  0.000000  0.000000
ronca[mira[quisiera]]                0.143628  0.000000  0.000000
ronca[mira[todos]]                   0.143628  0.000000  0.000000
ronca[mira[y]]                       0.143628  0.000000  0.000000
ronca[ríe[no]]                       0.143628  0.000000  0.000000
ronca[ríe[nunca]]                    0.143628  0.000000  0.000000
ronca[ríe[se]]                       0.143628  0.000000  0.000000
ronca[voz,es]                        0.143628  0.000000  0.000000
ronca[voz,mira]                      0.143628  0.000000  0.000000
ronca[voz,ríe]                       0.143628  0.000000  0.000000
ronca[voz[su]]                       0.143628  0.000000  0.000000
ríe[no,nunca]                        0.143628  0.000000  0.000000
ríe[no,se]                           0.143628  0.000000  0.000000
ríe[se,nunca]                        0.143628  0.000000  0.000000
solo[pensamiento["]]                 0.000000  0.143628  0.000000
solo[pensamiento[Ah]]                0.000000  0.143628  0.000000
solo[pensamiento[es]]                0.000000  0.143628  0.000000
solo[pensamiento[ese]]               0.000000  0.143628  0.000000
solo[pensamiento[inmortales]]        0.000000  0.143628  0.000000
solo[pensamiento[pensó]]             0.000000  0.143628  0.000000
solo[pensamiento[sorprenderá]]       0.000000  0.143628  0.000000
solo[pensamiento[un]]                0.000000  0.143628  0.000000
sonreía[\\,,que]                     0.143628  0.000000  0.000000
sonreía[\\,,siempre]                 0.143628  0.000000  0.000000
sonreía[que,siempre]                 0.143628  0.000000  0.000000
sorprenderá[que,los]                 0.000000  0.143628  0.000000
tengan[que,índice]                   0.000000  0.000000  0.143628
tengan[índice[bajo]]                 0.000000  0.000000  0.143628
tengan[índice[glicémico]]            0.000000  0.000000  0.143628
tengo[Pero,.]                        0.143628  0.000000  0.000000
tengo[Pero,gustado]                  0.143628  0.000000  0.000000
tengo[Pero,maestro]                  0.143628  0.000000  0.000000
tengo[Pero,no]                       0.143628  0.000000  0.000000
tengo[gustado,.]                     0.143628  0.000000  0.000000
tengo[gustado[\\,]]                  0.143628  0.000000  0.000000
tengo[gustado[aula]]                 0.143628  0.000000  0.000000
tengo[gustado[ha]]                   0.143628  0.000000  0.000000
tengo[gustado[me]]                   0.143628  0.000000  0.000000
tengo[gustado[no]]                   0.143628  0.000000  0.000000
tengo[gustado[y]]                    0.143628  0.000000  0.000000
tengo[maestro,.]                     0.143628  0.000000  0.000000
tengo[maestro,gustado]               0.143628  0.000000  0.000000
tengo[maestro[aquel]]                0.143628  0.000000  0.000000
tengo[maestro[el]]                   0.143628  0.000000  0.000000
tengo[no,.]                          0.143628  0.000000  0.000000
tengo[no,gustado]                    0.143628  0.000000  0.000000
tengo[no,maestro]                    0.143628  0.000000  0.000000
tiempos[comida[de]]                  0.000000  0.000000  0.143628
tiempos[en,comida]                   0.000000  0.000000  0.143628
tiempos[en,los]                      0.000000  0.000000  0.143628
tiempos[los,comida]                  0.000000  0.000000  0.143628
tiempos[los[todos]]                  0.000000  0.000000  0.143628
tiempos[y,comida]                    0.000000  0.000000  0.143628
tiempos[y,en]                        0.000000  0.000000  0.143628
tiempos[y,los]                       0.000000  0.000000  0.143628
todos[a,uno]                         0.143628  0.000000  0.000000
todos[uno[\\,]]                      0.143628  0.000000  0.000000
todos[uno[después]]                  0.143628  0.000000  0.000000
uno[\\,,después]                     0.143628  0.000000  0.000000
uno[después[otro]]                   0.143628  0.000000  0.000000
uvas[\\,,las]                        0.000000  0.000000  0.143628
vamos[a[morirán]]                    0.000000  0.143628  0.000000
vamos[que,a]                         0.000000  0.143628  0.000000
vamos[que,vez]                       0.000000  0.143628  0.000000
vamos[que[.]]                        0.000000  0.143628  0.000000
vamos[vez,a]                         0.000000  0.143628  0.000000
vamos[vez[alguna]]                   0.000000  0.143628  0.000000
índice[bajo,glicémico]               0.000000  0.000000  0.143628
